;Datum;von;bis;MW
Maximum;11.11.2013;17:00;17:15;9929
;Datum;von;bis;MW
Minimum;24.12.2013;01:45;02:00;-3282

Datum;Uhrzeit;;Wert
06.07.2013;06:00;06:15;4824
06.07.2013;06:15;06:30;5013
06.07.2013;06:30;06:45;5235
06.07.2013;06:45;07:00;5339
06.07.2013;07:00;07:15;5368
06.07.2013;07:15;07:30;5542
06.07.2013;07:30;07:45;5671
06.07.2013;07:45;08:00;5679
06.07.2013;08:00;08:15;5641
06.07.2013;08:15;08:30;5508
06.07.2013;08:30;08:45;5599
06.07.2013;08:45;09:00;5433
06.07.2013;09:00;09:15;5354
06.07.2013;09:15;09:30;5236
06.07.2013;09:30;09:45;5061
06.07.2013;09:45;10:00;5010
06.07.2013;10:00;10:15;4855
06.07.2013;10:15;10:30;4908
06.07.2013;10:30;10:45;4780
06.07.2013;10:45;11:00;4628
06.07.2013;11:00;11:15;4774
06.07.2013;11:15;11:30;4912
06.07.2013;11:30;11:45;4803
06.07.2013;11:45;12:00;4579
06.07.2013;12:00;12:15;4410
06.07.2013;12:15;12:30;4251
06.07.2013;12:30;12:45;4126
06.07.2013;12:45;13:00;3928
06.07.2013;13:00;13:15;3817
06.07.2013;13:15;13:30;3689
06.07.2013;13:30;13:45;3501
06.07.2013;13:45;14:00;3384
06.07.2013;14:00;14:15;3363
06.07.2013;14:15;14:30;3441
06.07.2013;14:30;14:45;3264
06.07.2013;14:45;15:00;3399
06.07.2013;15:00;15:15;3408
06.07.2013;15:15;15:30;3366
06.07.2013;15:30;15:45;3436
06.07.2013;15:45;16:00;3490
06.07.2013;16:00;16:15;3550
06.07.2013;16:15;16:30;3714
06.07.2013;16:30;16:45;3876
06.07.2013;16:45;17:00;4017
06.07.2013;17:00;17:15;4108
06.07.2013;17:15;17:30;4408
06.07.2013;17:30;17:45;4720
06.07.2013;17:45;18:00;5039
06.07.2013;18:00;18:15;5123
06.07.2013;18:15;18:30;5387
06.07.2013;18:30;18:45;5687
06.07.2013;18:45;19:00;5967
06.07.2013;19:00;19:15;6163
06.07.2013;19:15;19:30;6130
06.07.2013;19:30;19:45;6369
06.07.2013;19:45;20:00;6475
06.07.2013;20:00;20:15;6405
06.07.2013;20:15;20:30;6198
06.07.2013;20:30;20:45;6162
06.07.2013;20:45;21:00;6108
06.07.2013;21:00;21:15;5851
06.07.2013;21:15;21:30;5882
06.07.2013;21:30;21:45;5855
06.07.2013;21:45;22:00;5796
06.07.2013;22:00;22:15;5860
06.07.2013;22:15;22:30;5780
06.07.2013;22:30;22:45;5630
06.07.2013;22:45;23:00;5538
06.07.2013;23:00;23:15;5311
06.07.2013;23:15;23:30;5257
06.07.2013;23:30;23:45;5110
06.07.2013;23:45;24:00;5065
07.07.2013;00:00;00:15;4949
07.07.2013;00:15;00:30;4960
07.07.2013;00:30;00:45;4782
07.07.2013;00:45;01:00;4815
07.07.2013;01:00;01:15;4797
07.07.2013;01:15;01:30;4677
07.07.2013;01:30;01:45;4578
07.07.2013;01:45;02:00;4651
07.07.2013;02:00;02:15;4626
07.07.2013;02:15;02:30;4587
07.07.2013;02:30;02:45;4657
07.07.2013;02:45;03:00;4608
07.07.2013;03:00;03:15;4711
07.07.2013;03:15;03:30;4600
07.07.2013;03:30;03:45;4748
07.07.2013;03:45;04:00;4736
07.07.2013;04:00;04:15;4790
07.07.2013;04:15;04:30;4738
07.07.2013;04:30;04:45;4771
07.07.2013;04:45;05:00;4698
07.07.2013;05:00;05:15;4601
07.07.2013;05:15;05:30;4550
07.07.2013;05:30;05:45;4471
07.07.2013;05:45;06:00;4440
07.07.2013;06:00;06:15;4476
07.07.2013;06:15;06:30;4424
07.07.2013;06:30;06:45;4316
07.07.2013;06:45;07:00;4309
07.07.2013;07:00;07:15;4321
07.07.2013;07:15;07:30;4314
07.07.2013;07:30;07:45;4251
07.07.2013;07:45;08:00;4302
07.07.2013;08:00;08:15;4364
07.07.2013;08:15;08:30;4295
07.07.2013;08:30;08:45;4238
07.07.2013;08:45;09:00;4054
07.07.2013;09:00;09:15;3877
07.07.2013;09:15;09:30;3861
07.07.2013;09:30;09:45;3576
07.07.2013;09:45;10:00;3355
07.07.2013;10:00;10:15;3259
07.07.2013;10:15;10:30;3265
07.07.2013;10:30;10:45;3203
07.07.2013;10:45;11:00;3192
07.07.2013;11:00;11:15;3124
07.07.2013;11:15;11:30;3254
07.07.2013;11:30;11:45;3244
07.07.2013;11:45;12:00;3127
07.07.2013;12:00;12:15;2858
07.07.2013;12:15;12:30;2668
07.07.2013;12:30;12:45;2484
07.07.2013;12:45;13:00;2371
07.07.2013;13:00;13:15;2255
07.07.2013;13:15;13:30;2106
07.07.2013;13:30;13:45;1978
07.07.2013;13:45;14:00;2099
07.07.2013;14:00;14:15;2039
07.07.2013;14:15;14:30;2029
07.07.2013;14:30;14:45;2156
07.07.2013;14:45;15:00;2138
07.07.2013;15:00;15:15;2342
07.07.2013;15:15;15:30;2306
07.07.2013;15:30;15:45;2348
07.07.2013;15:45;16:00;2562
07.07.2013;16:00;16:15;2659
07.07.2013;16:15;16:30;2766
07.07.2013;16:30;16:45;2933
07.07.2013;16:45;17:00;3184
07.07.2013;17:00;17:15;3430
07.07.2013;17:15;17:30;3712
07.07.2013;17:30;17:45;4022
07.07.2013;17:45;18:00;4278
07.07.2013;18:00;18:15;4548
07.07.2013;18:15;18:30;4806
07.07.2013;18:30;18:45;5188
07.07.2013;18:45;19:00;5442
07.07.2013;19:00;19:15;5693
07.07.2013;19:15;19:30;5958
07.07.2013;19:30;19:45;6092
07.07.2013;19:45;20:00;6101
07.07.2013;20:00;20:15;6242
07.07.2013;20:15;20:30;6169
07.07.2013;20:30;20:45;6188
07.07.2013;20:45;21:00;6069
07.07.2013;21:00;21:15;5967
07.07.2013;21:15;21:30;5963
07.07.2013;21:30;21:45;6035
07.07.2013;21:45;22:00;6066
07.07.2013;22:00;22:15;6209
07.07.2013;22:15;22:30;6158
07.07.2013;22:30;22:45;5951
07.07.2013;22:45;23:00;5725
07.07.2013;23:00;23:15;5543
07.07.2013;23:15;23:30;5505
07.07.2013;23:30;23:45;5332
07.07.2013;23:45;24:00;5062
08.07.2013;00:00;00:15;5101
08.07.2013;00:15;00:30;5121
08.07.2013;00:30;00:45;5096
08.07.2013;00:45;01:00;5146
08.07.2013;01:00;01:15;4985
08.07.2013;01:15;01:30;4981
08.07.2013;01:30;01:45;4987
08.07.2013;01:45;02:00;5054
08.07.2013;02:00;02:15;5024
08.07.2013;02:15;02:30;4873
08.07.2013;02:30;02:45;5069
08.07.2013;02:45;03:00;5179
08.07.2013;03:00;03:15;5206
08.07.2013;03:15;03:30;5207
08.07.2013;03:30;03:45;5309
08.07.2013;03:45;04:00;5382
08.07.2013;04:00;04:15;5519
08.07.2013;04:15;04:30;5610
08.07.2013;04:30;04:45;5724
08.07.2013;04:45;05:00;5733
08.07.2013;05:00;05:15;5908
08.07.2013;05:15;05:30;5932
08.07.2013;05:30;05:45;6069
08.07.2013;05:45;06:00;6232
08.07.2013;06:00;06:15;6871
08.07.2013;06:15;06:30;7172
08.07.2013;06:30;06:45;7430
08.07.2013;06:45;07:00;7651
08.07.2013;07:00;07:15;7862
08.07.2013;07:15;07:30;7952
08.07.2013;07:30;07:45;7882
08.07.2013;07:45;08:00;7893
08.07.2013;08:00;08:15;7821
08.07.2013;08:15;08:30;7629
08.07.2013;08:30;08:45;7284
08.07.2013;08:45;09:00;7264
08.07.2013;09:00;09:15;7015
08.07.2013;09:15;09:30;6748
08.07.2013;09:30;09:45;6621
08.07.2013;09:45;10:00;6454
08.07.2013;10:00;10:15;6249
08.07.2013;10:15;10:30;6099
08.07.2013;10:30;10:45;6005
08.07.2013;10:45;11:00;5950
08.07.2013;11:00;11:15;5850
08.07.2013;11:15;11:30;5916
08.07.2013;11:30;11:45;5905
08.07.2013;11:45;12:00;5915
08.07.2013;12:00;12:15;5679
08.07.2013;12:15;12:30;5628
08.07.2013;12:30;12:45;5592
08.07.2013;12:45;13:00;5489
08.07.2013;13:00;13:15;5324
08.07.2013;13:15;13:30;5305
08.07.2013;13:30;13:45;5271
08.07.2013;13:45;14:00;5251
08.07.2013;14:00;14:15;5200
08.07.2013;14:15;14:30;5193
08.07.2013;14:30;14:45;5194
08.07.2013;14:45;15:00;5263
08.07.2013;15:00;15:15;5424
08.07.2013;15:15;15:30;5459
08.07.2013;15:30;15:45;5377
08.07.2013;15:45;16:00;5482
08.07.2013;16:00;16:15;5650
08.07.2013;16:15;16:30;5782
08.07.2013;16:30;16:45;5817
08.07.2013;16:45;17:00;5991
08.07.2013;17:00;17:15;6294
08.07.2013;17:15;17:30;6512
08.07.2013;17:30;17:45;6653
08.07.2013;17:45;18:00;6971
08.07.2013;18:00;18:15;7183
08.07.2013;18:15;18:30;7436
08.07.2013;18:30;18:45;7644
08.07.2013;18:45;19:00;7883
08.07.2013;19:00;19:15;7908
08.07.2013;19:15;19:30;7797
08.07.2013;19:30;19:45;8006
08.07.2013;19:45;20:00;8081
08.07.2013;20:00;20:15;8153
08.07.2013;20:15;20:30;8000
08.07.2013;20:30;20:45;7896
08.07.2013;20:45;21:00;7841
08.07.2013;21:00;21:15;7690
08.07.2013;21:15;21:30;7711
08.07.2013;21:30;21:45;7610
08.07.2013;21:45;22:00;7601
08.07.2013;22:00;22:15;7460
08.07.2013;22:15;22:30;7419
08.07.2013;22:30;22:45;7300
08.07.2013;22:45;23:00;7049
08.07.2013;23:00;23:15;6690
08.07.2013;23:15;23:30;6650
08.07.2013;23:30;23:45;6568
08.07.2013;23:45;24:00;6350
09.07.2013;00:00;00:15;6169
09.07.2013;00:15;00:30;6179
09.07.2013;00:30;00:45;6127
09.07.2013;00:45;01:00;6076
09.07.2013;01:00;01:15;6027
09.07.2013;01:15;01:30;5956
09.07.2013;01:30;01:45;5881
09.07.2013;01:45;02:00;5873
09.07.2013;02:00;02:15;5759
09.07.2013;02:15;02:30;5685
09.07.2013;02:30;02:45;5900
09.07.2013;02:45;03:00;5876
09.07.2013;03:00;03:15;5930
09.07.2013;03:15;03:30;5897
09.07.2013;03:30;03:45;6005
09.07.2013;03:45;04:00;6010
09.07.2013;04:00;04:15;6088
09.07.2013;04:15;04:30;6087
09.07.2013;04:30;04:45;6175
09.07.2013;04:45;05:00;6260
09.07.2013;05:00;05:15;6392
09.07.2013;05:15;05:30;6437
09.07.2013;05:30;05:45;6477
09.07.2013;05:45;06:00;6703
09.07.2013;06:00;06:15;7273
09.07.2013;06:15;06:30;7400
09.07.2013;06:30;06:45;7614
09.07.2013;06:45;07:00;7742
09.07.2013;07:00;07:15;7802
09.07.2013;07:15;07:30;7837
09.07.2013;07:30;07:45;7927
09.07.2013;07:45;08:00;7960
09.07.2013;08:00;08:15;7836
09.07.2013;08:15;08:30;7728
09.07.2013;08:30;08:45;7419
09.07.2013;08:45;09:00;7248
09.07.2013;09:00;09:15;7022
09.07.2013;09:15;09:30;6815
09.07.2013;09:30;09:45;6602
09.07.2013;09:45;10:00;6373
09.07.2013;10:00;10:15;6274
09.07.2013;10:15;10:30;6206
09.07.2013;10:30;10:45;6184
09.07.2013;10:45;11:00;6057
09.07.2013;11:00;11:15;5991
09.07.2013;11:15;11:30;6059
09.07.2013;11:30;11:45;6111
09.07.2013;11:45;12:00;6068
09.07.2013;12:00;12:15;5887
09.07.2013;12:15;12:30;5805
09.07.2013;12:30;12:45;5743
09.07.2013;12:45;13:00;5711
09.07.2013;13:00;13:15;5637
09.07.2013;13:15;13:30;5577
09.07.2013;13:30;13:45;5519
09.07.2013;13:45;14:00;5501
09.07.2013;14:00;14:15;5576
09.07.2013;14:15;14:30;5620
09.07.2013;14:30;14:45;5595
09.07.2013;14:45;15:00;5772
09.07.2013;15:00;15:15;5814
09.07.2013;15:15;15:30;5880
09.07.2013;15:30;15:45;5747
09.07.2013;15:45;16:00;5847
09.07.2013;16:00;16:15;5995
09.07.2013;16:15;16:30;6092
09.07.2013;16:30;16:45;6152
09.07.2013;16:45;17:00;6255
09.07.2013;17:00;17:15;6431
09.07.2013;17:15;17:30;6834
09.07.2013;17:30;17:45;6958
09.07.2013;17:45;18:00;7245
09.07.2013;18:00;18:15;7421
09.07.2013;18:15;18:30;7728
09.07.2013;18:30;18:45;7823
09.07.2013;18:45;19:00;8100
09.07.2013;19:00;19:15;8152
09.07.2013;19:15;19:30;8396
09.07.2013;19:30;19:45;8432
09.07.2013;19:45;20:00;8431
09.07.2013;20:00;20:15;8418
09.07.2013;20:15;20:30;8387
09.07.2013;20:30;20:45;8201
09.07.2013;20:45;21:00;8055
09.07.2013;21:00;21:15;8024
09.07.2013;21:15;21:30;8021
09.07.2013;21:30;21:45;7905
09.07.2013;21:45;22:00;7883
09.07.2013;22:00;22:15;7908
09.07.2013;22:15;22:30;7781
09.07.2013;22:30;22:45;7652
09.07.2013;22:45;23:00;7397
09.07.2013;23:00;23:15;7050
09.07.2013;23:15;23:30;7001
09.07.2013;23:30;23:45;6890
09.07.2013;23:45;24:00;6737
10.07.2013;00:00;00:15;6582
10.07.2013;00:15;00:30;6424
10.07.2013;00:30;00:45;6370
10.07.2013;00:45;01:00;6341
10.07.2013;01:00;01:15;6231
10.07.2013;01:15;01:30;5994
10.07.2013;01:30;01:45;5973
10.07.2013;01:45;02:00;5725
10.07.2013;02:00;02:15;5575
10.07.2013;02:15;02:30;5495
10.07.2013;02:30;02:45;5457
10.07.2013;02:45;03:00;5493
10.07.2013;03:00;03:15;5431
10.07.2013;03:15;03:30;5288
10.07.2013;03:30;03:45;5309
10.07.2013;03:45;04:00;5345
10.07.2013;04:00;04:15;5335
10.07.2013;04:15;04:30;5338
10.07.2013;04:30;04:45;5457
10.07.2013;04:45;05:00;5410
10.07.2013;05:00;05:15;5381
10.07.2013;05:15;05:30;5405
10.07.2013;05:30;05:45;5525
10.07.2013;05:45;06:00;5720
10.07.2013;06:00;06:15;5961
10.07.2013;06:15;06:30;6333
10.07.2013;06:30;06:45;6732
10.07.2013;06:45;07:00;6944
10.07.2013;07:00;07:15;7159
10.07.2013;07:15;07:30;7339
10.07.2013;07:30;07:45;7466
10.07.2013;07:45;08:00;7403
10.07.2013;08:00;08:15;7241
10.07.2013;08:15;08:30;7173
10.07.2013;08:30;08:45;7036
10.07.2013;08:45;09:00;6837
10.07.2013;09:00;09:15;6643
10.07.2013;09:15;09:30;6492
10.07.2013;09:30;09:45;6324
10.07.2013;09:45;10:00;6092
10.07.2013;10:00;10:15;5874
10.07.2013;10:15;10:30;5655
10.07.2013;10:30;10:45;5454
10.07.2013;10:45;11:00;5343
10.07.2013;11:00;11:15;5287
10.07.2013;11:15;11:30;5061
10.07.2013;11:30;11:45;4937
10.07.2013;11:45;12:00;4895
10.07.2013;12:00;12:15;4687
10.07.2013;12:15;12:30;4470
10.07.2013;12:30;12:45;4367
10.07.2013;12:45;13:00;4098
10.07.2013;13:00;13:15;4089
10.07.2013;13:15;13:30;3940
10.07.2013;13:30;13:45;3632
10.07.2013;13:45;14:00;3472
10.07.2013;14:00;14:15;3413
10.07.2013;14:15;14:30;3353
10.07.2013;14:30;14:45;3497
10.07.2013;14:45;15:00;3412
10.07.2013;15:00;15:15;3383
10.07.2013;15:15;15:30;3155
10.07.2013;15:30;15:45;3080
10.07.2013;15:45;16:00;3079
10.07.2013;16:00;16:15;3049
10.07.2013;16:15;16:30;3155
10.07.2013;16:30;16:45;3211
10.07.2013;16:45;17:00;3423
10.07.2013;17:00;17:15;3657
10.07.2013;17:15;17:30;3743
10.07.2013;17:30;17:45;3967
10.07.2013;17:45;18:00;4151
10.07.2013;18:00;18:15;4476
10.07.2013;18:15;18:30;4692
10.07.2013;18:30;18:45;4918
10.07.2013;18:45;19:00;5257
10.07.2013;19:00;19:15;5360
10.07.2013;19:15;19:30;5466
10.07.2013;19:30;19:45;5775
10.07.2013;19:45;20:00;5940
10.07.2013;20:00;20:15;5952
10.07.2013;20:15;20:30;6027
10.07.2013;20:30;20:45;6067
10.07.2013;20:45;21:00;6095
10.07.2013;21:00;21:15;5994
10.07.2013;21:15;21:30;6021
10.07.2013;21:30;21:45;6149
10.07.2013;21:45;22:00;6181
10.07.2013;22:00;22:15;6108
10.07.2013;22:15;22:30;5985
10.07.2013;22:30;22:45;5841
10.07.2013;22:45;23:00;5663
10.07.2013;23:00;23:15;5439
10.07.2013;23:15;23:30;5251
10.07.2013;23:30;23:45;5124
10.07.2013;23:45;24:00;5049
11.07.2013;00:00;00:15;4764
11.07.2013;00:15;00:30;4786
11.07.2013;00:30;00:45;4831
11.07.2013;00:45;01:00;4761
11.07.2013;01:00;01:15;4621
11.07.2013;01:15;01:30;4666
11.07.2013;01:30;01:45;4710
11.07.2013;01:45;02:00;4635
11.07.2013;02:00;02:15;4526
11.07.2013;02:15;02:30;4578
11.07.2013;02:30;02:45;4632
11.07.2013;02:45;03:00;4597
11.07.2013;03:00;03:15;4805
11.07.2013;03:15;03:30;4849
11.07.2013;03:30;03:45;4858
11.07.2013;03:45;04:00;4820
11.07.2013;04:00;04:15;4962
11.07.2013;04:15;04:30;4992
11.07.2013;04:30;04:45;5162
11.07.2013;04:45;05:00;5124
11.07.2013;05:00;05:15;5070
11.07.2013;05:15;05:30;5263
11.07.2013;05:30;05:45;5481
11.07.2013;05:45;06:00;5588
11.07.2013;06:00;06:15;5592
11.07.2013;06:15;06:30;5592
11.07.2013;06:30;06:45;5592
11.07.2013;06:45;07:00;5592
11.07.2013;07:00;07:15;5592
11.07.2013;07:15;07:30;5592
11.07.2013;07:30;07:45;5592
11.07.2013;07:45;08:00;5592
11.07.2013;08:00;08:15;5592
11.07.2013;08:15;08:30;5592
11.07.2013;08:30;08:45;5592
11.07.2013;08:45;09:00;5592
11.07.2013;09:00;09:15;5592
11.07.2013;09:15;09:30;5592
11.07.2013;09:30;09:45;5669
11.07.2013;09:45;10:00;5935
11.07.2013;10:00;10:15;5870
11.07.2013;10:15;10:30;5751
11.07.2013;10:30;10:45;5751
11.07.2013;10:45;11:00;5732
11.07.2013;11:00;11:15;5936
11.07.2013;11:15;11:30;5966
11.07.2013;11:30;11:45;5930
11.07.2013;11:45;12:00;5895
11.07.2013;12:00;12:15;5741
11.07.2013;12:15;12:30;5614
11.07.2013;12:30;12:45;5521
11.07.2013;12:45;13:00;5535
11.07.2013;13:00;13:15;5443
11.07.2013;13:15;13:30;5433
11.07.2013;13:30;13:45;5380
11.07.2013;13:45;14:00;5337
11.07.2013;14:00;14:15;5343
11.07.2013;14:15;14:30;5442
11.07.2013;14:30;14:45;5487
11.07.2013;14:45;15:00;5623
11.07.2013;15:00;15:15;5715
11.07.2013;15:15;15:30;5688
11.07.2013;15:30;15:45;5687
11.07.2013;15:45;16:00;5729
11.07.2013;16:00;16:15;5754
11.07.2013;16:15;16:30;5791
11.07.2013;16:30;16:45;5857
11.07.2013;16:45;17:00;5962
11.07.2013;17:00;17:15;6096
11.07.2013;17:15;17:30;6373
11.07.2013;17:30;17:45;6565
11.07.2013;17:45;18:00;6716
11.07.2013;18:00;18:15;6827
11.07.2013;18:15;18:30;7024
11.07.2013;18:30;18:45;7158
11.07.2013;18:45;19:00;7413
11.07.2013;19:00;19:15;7501
11.07.2013;19:15;19:30;7529
11.07.2013;19:30;19:45;7644
11.07.2013;19:45;20:00;7801
11.07.2013;20:00;20:15;7687
11.07.2013;20:15;20:30;7705
11.07.2013;20:30;20:45;7631
11.07.2013;20:45;21:00;7598
11.07.2013;21:00;21:15;7328
11.07.2013;21:15;21:30;7305
11.07.2013;21:30;21:45;7259
11.07.2013;21:45;22:00;7257
11.07.2013;22:00;22:15;7002
11.07.2013;22:15;22:30;6837
11.07.2013;22:30;22:45;6496
11.07.2013;22:45;23:00;6324
11.07.2013;23:00;23:15;5900
11.07.2013;23:15;23:30;5627
11.07.2013;23:30;23:45;5491
11.07.2013;23:45;24:00;5258
12.07.2013;00:00;00:15;5033
12.07.2013;00:15;00:30;4885
12.07.2013;00:30;00:45;4690
12.07.2013;00:45;01:00;4790
12.07.2013;01:00;01:15;4623
12.07.2013;01:15;01:30;4693
12.07.2013;01:30;01:45;4565
12.07.2013;01:45;02:00;4552
12.07.2013;02:00;02:15;4531
12.07.2013;02:15;02:30;4493
12.07.2013;02:30;02:45;4537
12.07.2013;02:45;03:00;4536
12.07.2013;03:00;03:15;4431
12.07.2013;03:15;03:30;4451
12.07.2013;03:30;03:45;4469
12.07.2013;03:45;04:00;4542
12.07.2013;04:00;04:15;4617
12.07.2013;04:15;04:30;4732
12.07.2013;04:30;04:45;4872
12.07.2013;04:45;05:00;4864
12.07.2013;05:00;05:15;4997
12.07.2013;05:15;05:30;5190
12.07.2013;05:30;05:45;5513
12.07.2013;05:45;06:00;5686
12.07.2013;06:00;06:15;6120
12.07.2013;06:15;06:30;6484
12.07.2013;06:30;06:45;6818
12.07.2013;06:45;07:00;6946
12.07.2013;07:00;07:15;7232
12.07.2013;07:15;07:30;7462
12.07.2013;07:30;07:45;7593
12.07.2013;07:45;08:00;7666
12.07.2013;08:00;08:15;7602
12.07.2013;08:15;08:30;7682
12.07.2013;08:30;08:45;7577
12.07.2013;08:45;09:00;7412
12.07.2013;09:00;09:15;7237
12.07.2013;09:15;09:30;7230
12.07.2013;09:30;09:45;7167
12.07.2013;09:45;10:00;7117
12.07.2013;10:00;10:15;6789
12.07.2013;10:15;10:30;6688
12.07.2013;10:30;10:45;6573
12.07.2013;10:45;11:00;6495
12.07.2013;11:00;11:15;6421
12.07.2013;11:15;11:30;6384
12.07.2013;11:30;11:45;6207
12.07.2013;11:45;12:00;6061
12.07.2013;12:00;12:15;5773
12.07.2013;12:15;12:30;5693
12.07.2013;12:30;12:45;5586
12.07.2013;12:45;13:00;5452
12.07.2013;13:00;13:15;5349
12.07.2013;13:15;13:30;5221
12.07.2013;13:30;13:45;5112
12.07.2013;13:45;14:00;4949
12.07.2013;14:00;14:15;5060
12.07.2013;14:15;14:30;5202
12.07.2013;14:30;14:45;5196
12.07.2013;14:45;15:00;5087
12.07.2013;15:00;15:15;5399
12.07.2013;15:15;15:30;5601
12.07.2013;15:30;15:45;5570
12.07.2013;15:45;16:00;5533
12.07.2013;16:00;16:15;5715
12.07.2013;16:15;16:30;5973
12.07.2013;16:30;16:45;6051
12.07.2013;16:45;17:00;6175
12.07.2013;17:00;17:15;6299
12.07.2013;17:15;17:30;6527
12.07.2013;17:30;17:45;6603
12.07.2013;17:45;18:00;6861
12.07.2013;18:00;18:15;6957
12.07.2013;18:15;18:30;7168
12.07.2013;18:30;18:45;7348
12.07.2013;18:45;19:00;7621
12.07.2013;19:00;19:15;7717
12.07.2013;19:15;19:30;7792
12.07.2013;19:30;19:45;7872
12.07.2013;19:45;20:00;8045
12.07.2013;20:00;20:15;7924
12.07.2013;20:15;20:30;7898
12.07.2013;20:30;20:45;7621
12.07.2013;20:45;21:00;7681
12.07.2013;21:00;21:15;7524
12.07.2013;21:15;21:30;7408
12.07.2013;21:30;21:45;7184
12.07.2013;21:45;22:00;7247
12.07.2013;22:00;22:15;7110
12.07.2013;22:15;22:30;6993
12.07.2013;22:30;22:45;6701
12.07.2013;22:45;23:00;6481
12.07.2013;23:00;23:15;6273
12.07.2013;23:15;23:30;6044
12.07.2013;23:30;23:45;5933
12.07.2013;23:45;24:00;5675
13.07.2013;00:00;00:15;5527
13.07.2013;00:15;00:30;5389
13.07.2013;00:30;00:45;5278
13.07.2013;00:45;01:00;5125
13.07.2013;01:00;01:15;5181
13.07.2013;01:15;01:30;5060
13.07.2013;01:30;01:45;4983
13.07.2013;01:45;02:00;4974
13.07.2013;02:00;02:15;4859
13.07.2013;02:15;02:30;4762
13.07.2013;02:30;02:45;4769
13.07.2013;02:45;03:00;4773
13.07.2013;03:00;03:15;4690
13.07.2013;03:15;03:30;4582
13.07.2013;03:30;03:45;4565
13.07.2013;03:45;04:00;4650
13.07.2013;04:00;04:15;4657
13.07.2013;04:15;04:30;4607
13.07.2013;04:30;04:45;4693
13.07.2013;04:45;05:00;4513
13.07.2013;05:00;05:15;4402
13.07.2013;05:15;05:30;4250
13.07.2013;05:30;05:45;4302
13.07.2013;05:45;06:00;4363
13.07.2013;06:00;06:15;4462
13.07.2013;06:15;06:30;4552
13.07.2013;06:30;06:45;4725
13.07.2013;06:45;07:00;4892
13.07.2013;07:00;07:15;5080
13.07.2013;07:15;07:30;5170
13.07.2013;07:30;07:45;5191
13.07.2013;07:45;08:00;5251
13.07.2013;08:00;08:15;5297
13.07.2013;08:15;08:30;5199
13.07.2013;08:30;08:45;4947
13.07.2013;08:45;09:00;4881
13.07.2013;09:00;09:15;4744
13.07.2013;09:15;09:30;4488
13.07.2013;09:30;09:45;4198
13.07.2013;09:45;10:00;4139
13.07.2013;10:00;10:15;3925
13.07.2013;10:15;10:30;3528
13.07.2013;10:30;10:45;3401
13.07.2013;10:45;11:00;3337
13.07.2013;11:00;11:15;3304
13.07.2013;11:15;11:30;3349
13.07.2013;11:30;11:45;3498
13.07.2013;11:45;12:00;3524
13.07.2013;12:00;12:15;3266
13.07.2013;12:15;12:30;2987
13.07.2013;12:30;12:45;2934
13.07.2013;12:45;13:00;2818
13.07.2013;13:00;13:15;2714
13.07.2013;13:15;13:30;2598
13.07.2013;13:30;13:45;2517
13.07.2013;13:45;14:00;2436
13.07.2013;14:00;14:15;2446
13.07.2013;14:15;14:30;2455
13.07.2013;14:30;14:45;2434
13.07.2013;14:45;15:00;2584
13.07.2013;15:00;15:15;2724
13.07.2013;15:15;15:30;2860
13.07.2013;15:30;15:45;2993
13.07.2013;15:45;16:00;2990
13.07.2013;16:00;16:15;2972
13.07.2013;16:15;16:30;2957
13.07.2013;16:30;16:45;3221
13.07.2013;16:45;17:00;3354
13.07.2013;17:00;17:15;3526
13.07.2013;17:15;17:30;3713
13.07.2013;17:30;17:45;3930
13.07.2013;17:45;18:00;4104
13.07.2013;18:00;18:15;4344
13.07.2013;18:15;18:30;4611
13.07.2013;18:30;18:45;4726
13.07.2013;18:45;19:00;4972
13.07.2013;19:00;19:15;5194
13.07.2013;19:15;19:30;5263
13.07.2013;19:30;19:45;5409
13.07.2013;19:45;20:00;5495
13.07.2013;20:00;20:15;5543
13.07.2013;20:15;20:30;5538
13.07.2013;20:30;20:45;5362
13.07.2013;20:45;21:00;5286
13.07.2013;21:00;21:15;5087
13.07.2013;21:15;21:30;5018
13.07.2013;21:30;21:45;4848
13.07.2013;21:45;22:00;4997
13.07.2013;22:00;22:15;4885
13.07.2013;22:15;22:30;4852
13.07.2013;22:30;22:45;4599
13.07.2013;22:45;23:00;4511
13.07.2013;23:00;23:15;4401
13.07.2013;23:15;23:30;4249
13.07.2013;23:30;23:45;4068
13.07.2013;23:45;24:00;3888
14.07.2013;00:00;00:15;3884
14.07.2013;00:15;00:30;3888
14.07.2013;00:30;00:45;3788
14.07.2013;00:45;01:00;3604
14.07.2013;01:00;01:15;3702
14.07.2013;01:15;01:30;3655
14.07.2013;01:30;01:45;3619
14.07.2013;01:45;02:00;3532
14.07.2013;02:00;02:15;3556
14.07.2013;02:15;02:30;3636
14.07.2013;02:30;02:45;3475
14.07.2013;02:45;03:00;3473
14.07.2013;03:00;03:15;3603
14.07.2013;03:15;03:30;3609
14.07.2013;03:30;03:45;3486
14.07.2013;03:45;04:00;3599
14.07.2013;04:00;04:15;3625
14.07.2013;04:15;04:30;3682
14.07.2013;04:30;04:45;3675
14.07.2013;04:45;05:00;3629
14.07.2013;05:00;05:15;3543
14.07.2013;05:15;05:30;3498
14.07.2013;05:30;05:45;3432
14.07.2013;05:45;06:00;3397
14.07.2013;06:00;06:15;3469
14.07.2013;06:15;06:30;3495
14.07.2013;06:30;06:45;3543
14.07.2013;06:45;07:00;3540
